,anime_id,Name,Score,Genres,Synopsis,Type,Episodes,Aired,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Start,End
7383,39730,Houkago Teibou Nisshi,7.42,"['Gourmet', 'Slice of Life']","Hina Tsurugi and her family have just moved to a quaint seaside town. Hoping to savor the sight of the peaceful ocean, Hina stumbles upon a girl named Yuuki Kuroiwa—an upperclassman at her new school—who invites Hina to join her in fishing. Hina reels in an octopus, which falls onto her; being afraid of bugs and big creatures, she panics and begs Yuuki to remove it from her. Yuuki sees this as an opportunity to force Hina to join the school's Breakwater Club—a club where members gather, catch, and eat various types of marine life as their main activity.

Although her attempts to refuse to join fail, Hina slowly begins to discover the hidden joy in fishing. Her view on the sport changes, now looking forward to all the delightful experiences she can take part in alongside her fellow club members.",TV,12.0,"Apr 7, 2020 to Sep 22, 2020",Finished Airing,"AT-X, flying DOG, Akita Shoten, BS11, RAY, Kadokawa, Legs",Funimation,Doga Kobo,Manga,23,PG-13 - Teens 13 or older,2019.0,2633,270,24915.0,60430,2020-04-07,2020-09-22
7388,39790,Adachi to Shimamura,7.1,"['Girls Love', 'Romance']","Somewhere in the school at noon, one might hear the sound of two girls playing table tennis together as they wait for time to pass by.

As if by fate, two students—Sakura Adachi and Hougetsu Shimamura—stumble upon each other on the second floor of the school gymnasium. As they gradually foster a budding friendship, their feelings for one another only become more ambiguous. Growing closer by the day, the two must learn to navigate their contrasting personalities as well as determine the depth of their affection for each other.

The nature of this relationship gradually shifts when one of them starts to develop feelings beyond the boundaries of a platonic relationship. Even so, Adachi and Shimamura must realize if forming a bond stronger than friendship will bring them closer or tear them apart.",TV,12.0,"Oct 9, 2020 to Dec 25, 2020",Finished Airing,"Pony Canyon, Kadokawa",Funimation,Tezuka Productions,Light novel,24,PG-13 - Teens 13 or older,3525.0,1226,1444,70431.0,180240,2020-10-09,2020-12-25
7389,39792,Eizouken ni wa Te wo Dasu na!,8.13,"['Adventure', 'Award Winning', 'Comedy']","Midori Asakusa sees the world a bit differently. Always having her nose in a sketchbook, Asakusa draws detailed landscapes and backgrounds of both the world around her and the one within her boundless imagination. Even the simple act of doodling on a wall evolves into an emergency repair on the outer hull of her spaceship. She is only brought back to reality by her best friend Sayaka Kanamori. The pair are stark opposites, with Asakusa's childlike wonder contrasted by Kanamori's calculated approach to life. 

After a chance encounter where the two ""save"" the young model Tsubame Misuzaki from her overprotective bodyguard, a connection instantly sparks between Asakusa and Misuzaki, as both share an intense passion for art and animation. Whereas Asakusa is interested in backgrounds and settings, Misuzaki loves drawing the human form. Sensing a money-making opportunity, Kanamori suggests that they start an animation club, which they disguise as a motion picture club since the school already has an anime club. Thus begins the trio's journey of producing animation that will awe the world. 

From the brilliant mind of Masaaki Yuasa, Eizouken ni wa Te wo Dasu na! is a love letter to animation, wildly creative in its approach, and a testament to the potential of the medium.",TV,12.0,"Jan 6, 2020 to Mar 23, 2020",Finished Airing,"Warner Bros. Japan, Warner Music Japan, Shogakukan, NHK Enterprises",Sentai Filmworks,Science SARU,Manga,25,PG-13 - Teens 13 or older,426.0,695,3893,131074.0,319207,2020-01-06,2020-03-23
7393,39799,Val x Love,5.9,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']","Valkyries—legendary female warriors from the land of gods, Asgard—are sent by Odin to protect Earth against the growing threat of demons. To overcome these threats, nine valkyries under the guise of the Saotome sisters will have to level up by performing a variety of romantic acts with their official lover, Einherjar.

Meanwhile, the socially anxious Takuma Akutsu learns that Odin has chosen him as the valkyries' lover. Despite his utter horror, however, he agrees to let the sisters stay in his big yet empty house to help them in their war against demons. With nine beautiful women sharing his roof, will Takuma manage to prevail over his fear of society and become someone worthy of saving the world?",TV,12.0,"Oct 5, 2019 to Dec 21, 2019",Finished Airing,"Square Enix, Sotsu, AT-X, Tokyo MX, Avex Pictures, Docomo Anime Store, BS11, GYAO!, A-Sketch, MAGNET, entama",Sentai Filmworks,Hoods Entertainment,Manga,23,R - 17+ (violence & profanity),9271.0,2010,165,34359.0,94045,2019-10-05,2019-12-21
7396,39806,Mugen no Juunin: Immortal,7.42,"['Action', 'Adventure', 'Drama', 'Supernatural']","Manji is an infamous swordsman in feudal Japan who is known as the ""Hundred Man Killer,"" as he has killed one hundred innocent men. However, there is something far more frightening than his ominous reputation: the fact that he is immortal. This is the handiwork of eight-hundred-year-old nun Yaobikuni, who placed bloodworms capable of healing almost any wound in Manji's body.

To atone for his crimes, Manji resolves to kill one thousand evil men. Yaobikuni agrees to this proposal, saying that if he succeeds, she will undo his curse of immortality. Soon after this promise, Manji meets Rin Asano, a 16-year-old girl who requests Manji's assistance in killing those who slaughtered her parents.

Initially reluctant, Manji refuses Rin's desperate plea. However, owing to her evident lack of strength, Manji changes his mind and agrees to protect Rin for four years. With this partnership set in stone, the two embark on a perilous journey of bloodshed, vengeance, and redemption, each to fulfill their own life's cause.",ONA,24.0,"Oct 10, 2019 to Mar 26, 2020",Finished Airing,"Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Kodansha",Sentai Filmworks,LIDENFILMS,Manga,23,R - 17+ (violence & profanity),1985.0,2274,414,26255.0,77455,2019-10-10,2020-03-26
7397,39808,Non Non Biyori Nonstop,8.38,['Slice of Life'],"The carefree journeys of the four girls continue! As their fleeting yet eventful summer becomes a distant memory, the arrival of fall signals a new school year with limitless opportunities. Even as the four girls return to their peaceful routine, the appearance of new faces enlivens the anything but exciting rural life of Asahigaoka.

Non Non Biyori Nonstop leisurely walks back into the lives of Hotaru Ichijou, Komari Koshigaya, Natsumi Koshigaya, and Renge Miyauchi as they fully embrace their rural lifestyles and turn anything they find into nothing but fun!",TV,12.0,"Jan 11, 2021 to Mar 29, 2021",Finished Airing,"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",Sentai Filmworks,SILVER LINK.,Manga,24,PG-13 - Teens 13 or older,185.0,1743,908,43035.0,116200,2021-01-11,2021-03-29
7398,39811,Fairy Gone Part 2,6.35,"['Action', 'Fantasy']",Second season of Fairy Gone.,TV,12.0,"Oct 7, 2019 to Dec 23, 2019",Finished Airing,"Mainichi Broadcasting System, Movic, AT-X, TOHO animation, Medicos Entertainment, BS11, Sanyo",Funimation,P.A. Works,Original,23,PG-13 - Teens 13 or older,7126.0,3019,46,16448.0,46511,2019-10-07,2019-12-23
7405,39893,Muteking the Dancing Hero,5.82,"['Action', 'Comedy', 'Sci-Fi']","Set in a city modeled after San Francisco in the 1980s, the protagonist has transformed into the hero Muteking and is fighting against evil aliens for some reason. Such a cheerful hero will return in 2020! Sci-fi hero love comedy Muteking the Dancing Hero, singing and dancing with pop music.

(Source: Official Website)",TV,12.0,"Oct 3, 2021 to Dec 19, 2021",Finished Airing,"Victor Entertainment, Smile Company",Funimation,"Tatsunoko Production, Tezuka Productions",Original,23,PG-13 - Teens 13 or older,9618.0,7409,21,2214.0,6038,2021-10-03,2021-12-19
7411,39940,Shokugeki no Souma: Shin no Sara,7.74,"['Gourmet', 'Ecchi']","At Tootsuki Culinary Academy, a heated eight-on-eight Shokugeki known as the Régiment de Cuisine rages on between Central and the rebel forces led by Souma Yukihira and Erina Nakiri. Though they won a stunning perfect victory in the first bout, the rebels face an uphill battle ahead, as they must now face off against the rest of the Elite Ten Council. With the future of Tootsuki at stake, Souma and Erina must push far beyond the limits of their abilities, using everything they learned from their mentors and ultimately drawing from their experiences cooking together as friends.",TV,12.0,"Oct 12, 2019 to Dec 28, 2019",Finished Airing,"Warner Bros. Japan, KlockWorx, Shueisha, Bandai Namco Arts",Sentai Filmworks,J.C.Staff,Manga,24,PG-13 - Teens 13 or older,1050.0,340,1332,338112.0,585021,2019-10-12,2019-12-28
7412,39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,6.94,['Slice of Life'],"The animals of Third Street are seen getting into many misadventures. Tama Okamoto, the curious feline, often goes missing from his home, causing his owner to have posters up looking for him. However, Tama's absence is his opportunity to visit all of his wandering furry friends around the neighborhood. From Tama's best friend Pochi Yamada to the stray alley cat Nora, these animals take human form to hang out, to cause various mischief, but most of all, to have fun!",TV,11.0,"Jan 10, 2020 to Mar 20, 2020",Finished Airing,"Aniplex, Dentsu, Fuji TV, Sony Creative Products",Aniplex of America,"MAPPA, Lapin Track",Original,23,PG-13 - Teens 13 or older,4228.0,4321,77,6874.0,22788,2020-01-10,2020-03-20
7413,39948,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.89,"['Mystery', 'Supernatural']",Second season of Muhyo to Rouji no Mahouritsu Soudan Jimusho.,TV,12.0,"Jul 7, 2020 to Sep 22, 2020",Finished Airing,"Lantis, Bridge",Funimation,Studio Deen,Manga,23,PG-13 - Teens 13 or older,4447.0,4143,41,6473.0,25090,2020-07-07,2020-09-22
7417,39966,Tamayomi,5.77,['Sports'],"Yomi Takeda and Tamaki Yamazaki have loved baseball since they were kids. They used to play catch together whenever possible, and in doing so, Yomi discovered her talent for throwing the ball in a way that seemed like magic. The girls promised to keep playing baseball even when they are older and were separated soon after. In the years that followed, Tamaki went on to become a skilled catcher, but Yomi did not get very far despite her throwing prowess.

Deciding to quit her passion, Yomi starts her first year at Shin Koshigaya High School. Try as she might to avoid anything related to baseball, she meets the twins Yoshino and Ibuki Kawaguchi, both of whom are enthusiasts of the sport. Moreover, she stumbles upon Tamaki, and just like old times, they decide to play catch—reigniting Yomi’s desire to pitch.

Reunited, Yomi and Tamaki set out to fulfill their childhood promise. Alongside Yoshino and Ibuki, they strive to revive their school’s baseball team which has been on hiatus. More members join until their group is complete, and now the new goal of Shin Koshigaya's girls' baseball team is nothing less than winning the national championships.",TV,12.0,"Apr 1, 2020 to Jun 17, 2020",Finished Airing,"Sotsu, ABC Animation, A3",Funimation,Studio A-CAT,Manga,23,PG-13 - Teens 13 or older,9800.0,3695,41,11168.0,31814,2020-04-01,2020-06-17
